id,sample,a_intent,a_interested,b_motion,b_interested,b_next_step,b_wants
140435224773,primary,wants_call,True,proposes_or_accepts_meeting,True,True,Proposes a call at 5 PM and shares the episode files plus the language annotations to use for the labeling task.
140649542849,booster,asks_question,True,asks_for_information,True,True,Asks whether moving their annotated projects to another AWS account can be automated so they do not have to do each project individually.
140809695442,booster,wants_materials,True,requests_document_or_demo,True,True,"Asks the recipient to skip the meeting and email all the update details instead, and to pass along the active supplier number if available."
141728366831,booster,asks_question,True,asks_for_information,True,True,"Asks for confirmation that statistics like average annotation time per episode can be measured, and if so commits to the discussed $10K/$20K deal and expects an updated proposal."
142388180180,primary,not_now,False,defers_to_later,False,False,Is not asking for anything now; defers the engagement to the second half of the year due to other product priorities.
143730962663,primary,other_human,False,acknowledges_only,False,False,Is not asking for anything; just says thank you.
144445392107,primary,asks_question,True,asks_for_information,True,True,"Asks whether their outstanding markups can be assumed accepted, and if not, asks the recipient to route an updated copy of the agreement."
145154850000,primary,wants_call,True,proposes_or_accepts_meeting,True,True,"Says none of the earlier times work and proposes three specific slots next week (Wed 2/26 2pm PT, Thu 2/27 10:30am PT, Fri 2/28 noon PT)."
145317373173,primary,asks_question,True,asks_for_information,True,True,Asks for recommendations on how to add per-image custom metadata (date collected and robot state) for their S3-uploaded images.
147413552346,primary,asks_question,True,asks_for_information,True,True,Asks for Encord's Google Workspace customer ID so he can allow-list the domain and finish the storage bucket setup.
148623696117,primary,other_human,False,acknowledges_only,False,False,"Is not asking for anything; informs the organizer she is vegetarian (dairy ok, no meat or fish) and thanks for the invite."
149438137586,primary,wants_call,True,proposes_or_accepts_meeting,True,True,"Says they can do next week and are on US West Coast time, inviting the recipient to schedule accordingly."
149496223982,primary,wants_call,True,proposes_or_accepts_meeting,True,True,"Confirms Wednesday the 26th at 1:30pm works for him, notes he does not work Fridays, and says open-source data is fine if it includes several resampled series."
149675651297,booster,asks_question,True,asks_for_information,True,True,Asks the recipient to explain Encord's positions on liability and deliverables and to check internally on the Usage Data definition and call-home functions ahead of tomorrow's discussion.
149928716519,booster,asks_question,True,requests_document_or_demo,True,True,Asks for an update on the Zipline account and for test-account access for Alex to evaluate another prospective account.
150879707382,primary,wants_call,True,proposes_or_accepts_meeting,True,True,Proposes coffee at Cafe Kitsune in the West Village at 10:30am Monday and shares his cell number.
151552309480,booster,asks_question,True,asks_for_information,True,True,Asks for confirmation that the dinner is still happening and for the venue address.
151709415649,primary,other_human,False,acknowledges_only,False,False,Is not asking for anything; says he looks forward to seeing them both soon.
152249874657,primary,other_human,False,acknowledges_only,False,False,"Is not asking for anything; explains they would not be charged until after the dinner service, so no refund would be needed."
153634191582,primary,not_interested,False,declines,False,False,Is not asking for anything; states he is currently not interested in working with Encord.
153710138563,primary,other_human,False,requests_document_or_demo,True,True,"Asks the recipient to create everyone copied on the email as platform users with Perla, Aya, and himself as reviewers, and points to a shared folder with the POC instructions and sample data."
154038039780,booster,asks_question,True,asks_for_information,True,True,Asks for confirmation that the credit-usage update will arrive weekly and requests that the remaining credit balance be included in it.
155142934755,primary,wants_call,True,proposes_or_accepts_meeting,True,True,Asks his colleague Sarah to find an hour for an Encord demo with him and Ross Dean about two weeks after he returns from a conference.
155305605315,booster,referral,True,redirects_to_colleague,True,True,"Gives the go-ahead to reach out to Francesco Muscaridola to arrange a 30-minute call, and suggests resyncing next week about the demo since he is busy."
155603215585,primary,other_human,False,requests_document_or_demo,True,True,"Asks the recipient to add his email (jun@tumeke.io) to the Tumeke account so he can create the project himself, noting the processed clips are uploading to S3 today."
155937753279,primary,other_human,False,acknowledges_only,False,False,Is not asking for anything; just thanks Alex.
156018149581,primary,not_now,False,defers_to_later,False,False,Is not asking for anything actionable; asks for a few days to weeks to discuss internally and says she will write back.
156033564866,primary,other_human,False,proposes_or_accepts_meeting,True,True,Accepts the invitation to speak at the event and offers to provide more information in the run-up.
156040917227,primary,asks_question,True,asks_for_information,True,True,"Asks for the number of hours actually spent annotating on a monthly basis, given the SOW's 6000 hours and rollover clause, and says payment will be sorted soon."
156061095111,primary,not_now,False,declines,False,False,Is not asking for anything; says he is on PTO next week and therefore not available.
156541053160,primary,other_human,False,asks_for_information,True,True,"Asks the recipient to look in the Teams chat for the meeting to find the video recording, since he cannot get a link or download, and to tell him if that fails."
156618577134,booster,referral,True,redirects_to_colleague,True,True,Says he cannot attend and points to his colleague Krunal Patel (krunal.patel1@ocado.com) as an excellent guest to invite instead.
157321468151,primary,not_now,False,defers_to_later,False,False,"Is not asking for anything now; says he will be ready to schedule a demo soon, cannot attend the 27th, and is happy to speak on another occasion."
157573931257,booster,wants_materials,True,requests_document_or_demo,True,True,Asks Encord to provide a W-9 (or W-8 if applicable) to complete their supplier approval process.
159633788096,primary,wants_call,True,proposes_or_accepts_meeting,True,True,"Says Tuesday will not work and asks whether Skander is available Wednesday between An's panel ending at 3 PM and 4:30 PM, requesting a suggestion."
160232877261,booster,referral,True,redirects_to_colleague,True,False,"Is not asking for anything; says he will not be there but colleague Nathan from their sales team will be, unsure whether that is appropriate."
161491471549,primary,not_interested,False,declines,False,False,Is not asking for anything; informs them they have decided not to renew the contract for next year because the Shapes product is on hold.
161497297134,booster,asks_question,True,asks_for_information,True,True,Asks whether there will be a screen he can share his slides on at their session in a couple of hours.
162196073706,booster,asks_question,True,requests_document_or_demo,True,True,Clarifies what he means by the program and asks whether Encord can demonstrate the analysis software using the camera footage he provided.
163819735246,primary,asks_question,True,asks_for_information,True,True,Asks whether Encord spoke with the clinical informatics group about the PoC and asks them to share that feedback if they have it.
166632933605,primary,not_interested,False,defers_to_later,False,False,Says they cannot accommodate the request at this time but asks to be kept in mind for future gatherings.
166715854025,primary,other_human,False,acknowledges_only,False,False,Is not asking for anything; confirms he has no dietary restrictions.
166716404946,primary,asks_question,True,asks_for_information,True,True,Asks what Encord's plan is for one-off questions and whether there is a Service Questions package they can purchase.
166723448047,booster,wants_materials,True,asks_for_information,True,True,Asks Encord to provide a legal team point of contact and its official address with contact number so a PIA can be put in place before further discussions.
167238981833,booster,asks_question,True,asks_for_information,True,True,Asks for clarification on how factoring in the withholding tax makes the pricing fall within budget.
167332142278,booster,asks_question,True,asks_for_information,True,True,"Asks whether the team has considered supporting API tokens, OAuth, or ssh-agent for SDK authentication, and suggests the docs at least recommend a dedicated Encord SSH key."
167614027976,primary,other_human,False,acknowledges_only,False,False,Is not asking for anything; says they are reviewing everything now and will reach out if they have questions.
167712501965,primary,other_human,False,acknowledges_only,False,False,Is not asking for anything; just expresses thanks.
167718534345,primary,other_human,False,acknowledges_only,False,False,Is not asking for anything; just says thanks.
168302801134,booster,wants_materials,True,requests_document_or_demo,True,True,Asks Skander to share the recording of today's meeting.
169792160978,primary,other_human,False,redirects_to_colleague,True,True,"He asks his colleague Stefan Schaal, whom he loops into the thread, whether Stefan would be interested in attending as a panelist or regular guest; he asks nothing of the original sender."
169910664387,booster,referral,True,redirects_to_colleague,True,True,"She introduces Jimmy Wang, Foxconn's Director of AI, as the best person for Payom to explore collaboration with going forward."
170141668598,primary,referral,True,redirects_to_colleague,True,False,"He says he won't attend ISC West and will forward Winnie's information to their AI development group to assess, asking nothing of her."
170514490614,primary,other_human,False,defers_to_later,False,False,He asks Charlotte to keep him posted on future events rather than requesting anything now.
171116078317,primary,asks_question,True,asks_for_information,True,True,He reports that he cannot change the service user's role once it is in the team list and wants Manjeet to tell him how to fix it.
171185281272,primary,other_human,False,acknowledges_only,False,False,"He tells the recipient they probably don't need to attend the meeting and offers to pass along any pertinent notes afterwards, asking nothing."
171218668790,booster,asks_question,True,asks_for_information,True,True,"They ask what payment installment options are available, specifically whether a two-year $44K/year term could be paid monthly, before they sign."
171740886238,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He says he can't meet next week and proposes meeting on 4/17 at 9:30 Pacific instead.
171777847505,booster,wants_materials,True,proposes_or_accepts_meeting,True,True,He says he'd like to join the April 15 event and asks Winnie to send the full details.
173338789086,booster,wants_materials,True,requests_document_or_demo,True,True,"He asks Steffan to send a proposal/contract containing the specific terms he lists (June 1 start, one-year duration, platform cost, a dedicated labeler, hourly rates, and quality guarantees)."
174185990372,primary,referral,True,redirects_to_colleague,True,False,They tell James there is no need for him to do it because Christian is driving the process on their behalf.
174259724474,primary,other_human,False,acknowledges_only,False,False,"They just thank the sender and say they are looking forward to the event, asking for nothing."
174949160160,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He asks them to accept the Monday 1pm invite he sent (or suggest another time) and to tell him who else from their side should be added.
175646503108,primary,wants_materials,True,requests_document_or_demo,True,True,She asks Seif to share the full terms of the support package so they can weigh the decision.
175912388855,booster,referral,True,redirects_to_colleague,True,False,"He thanks James and copies in colleagues who may wish to join the demo, asking nothing explicitly."
176746541285,booster,wants_materials,True,requests_document_or_demo,True,True,He asks Alex to share the slides Alex presented when they met last Friday.
176882827496,primary,other_human,False,declines,False,False,"Harsha declines the event invitation via a calendar response, noting only that they can call his cell if they need him."
177557160136,primary,other_human,False,acknowledges_only,False,False,"He says he will get going on the vendor setup and keep Nick posted, asking nothing of him."
177673258223,primary,asks_question,True,asks_for_information,True,True,She asks Matt and Santiago to have their team annotate 5-10 videos for her review and to tell her whether the ontology can be changed to bounding boxes or the project must be redone.
177696348390,primary,wants_call,True,proposes_or_accepts_meeting,True,True,She confirms everything is fine and accepts the proposed call at 5PM IST tomorrow.
178187575501,booster,referral,True,redirects_to_colleague,True,True,She loops in Charles Andersen of Burro and asks Skander to follow up with him directly about the details.
178302346484,primary,wants_call,True,proposes_or_accepts_meeting,True,True,They give Maya their availability on Friday afternoon or Monday and ask her to pick the time that works best.
178766755063,primary,not_now,False,defers_to_later,False,False,He asks to wait until Henri is back before continuing.
183743252679,booster,asks_question,True,asks_for_information,True,True,She asks Skander what the topic of discussion for the dinner would be.
183845818583,primary,wants_call,True,proposes_or_accepts_meeting,True,True,They offer tomorrow morning for the catch-up and ask the sender to confirm what time works best.
184762492140,primary,wants_call,True,proposes_or_accepts_meeting,True,True,They apologize for the delay and ask to meet Monday morning instead.
187752549571,primary,other_human,False,asks_for_information,True,True,He reports the project setup work completed on their side and asks Shivant whether anything else is needed from their end.
188060770552,primary,other_human,False,acknowledges_only,False,False,They just thank Skander and ask for nothing.
188370163953,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He asks James to send times that work for a virtual meeting this week so he can give his feedback.
188565818559,booster,wants_materials,True,requests_document_or_demo,True,True,"He accepts the pricing, hands the renewal to Sudhanshu for legal review, and asks for a Word version of the service agreement that their legal team can redline."
188897734884,booster,wants_materials,True,requests_document_or_demo,True,True,He says they chose another vendor for outsourced labeling and asks Alex for ballpark per-seat pricing for internal labeling.
190363657425,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He agrees to a call and offers tomorrow (Friday) 1:30-2pm PT.
191000919278,booster,wants_materials,True,requests_document_or_demo,True,True,She asks Steffan to send their pricing package after the meeting.
192878630087,primary,not_now,False,defers_to_later,False,False,"She says she must miss the discussion due to training and will check with their tech leads Jeff and Tai about the materials, asking nothing of Alex for now."
192958962906,primary,not_now,False,defers_to_later,False,False,He says they are only starting to explore a solution and will schedule a call themselves once they decide it is warranted.
194127825093,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He tells Skander he has booked a call slot in Skander's calendar for Tuesday next week.
194816625858,booster,referral,True,redirects_to_colleague,True,False,"He thanks Kamil for the invitation and says he will forward it to his team, asking nothing."
195742961870,primary,other_human,False,proposes_or_accepts_meeting,True,True,He asks James to share back the fully executed agreement and to start conversations with the DataOps team about using their current labeling job as a pilot.
196056941784,primary,not_interested,False,declines,False,False,"He declines the SF mixer because he cannot make it up on the 15th, asking for nothing."
196113689824,primary,wants_call,True,proposes_or_accepts_meeting,True,True,She asks to join the May 29 dinner if the invitation is still available.
198751197404,booster,wants_materials,True,requests_document_or_demo,True,True,He asks for a bank confirmation that Encord owns the account and a signed copy of the attached Appendix 3b as the final onboarding step.
199601104097,primary,other_human,False,acknowledges_only,False,False,"She thanks Winnie for the mixer invite and says she enjoyed the event, asking for nothing."
204112587998,booster,asks_question,True,asks_for_information,True,True,He asks whether Encord is ISO 27001 certified and asks to cover the data-handling question in today's meeting.
204857822442,booster,referral,True,redirects_to_colleague,True,True,"He asks Shivant to route the order form to Mike Mast, their finance director, for signature instead of him."
205233578188,booster,wants_materials,True,requests_document_or_demo,True,True,He asks Alex to share a high-level view of the commercials so they can start discussions with procurement and finance.
205886049466,primary,not_interested,False,declines,False,False,"He declines the dinner invitation, saying he won't be able to make it."
206535634146,booster,wants_materials,True,requests_document_or_demo,True,True,"He asks Nick to put together documentation (ideally a diagram and a one-pager) covering secure data transfer, local data-control measures in India and the UK, and the deletion/cache-cleaning process."
209816600788,primary,not_interested,False,declines,False,False,"He says he is not at CVPR this time and that his company is edge-focused, effectively declining the coffee and asking nothing."
209953703144,primary,other_human,False,none_of_these,False,True,"He explains why the ops team was not included in the call, offers to add their POCs if needed, and provides the requested list of users with roles."
210960773369,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He accepts the rescheduled call at 4 PM CET tomorrow.
211055150274,primary,wants_call,True,proposes_or_accepts_meeting,True,True,"He asks Nick to rebook the meeting for next week, since the booked slot conflicts with their all-hands, and to send the MNDA beforehand."
211082541281,primary,other_human,False,requests_document_or_demo,True,True,"She asks Steffan to fill out and sign Section C, after which Rockwell will sign as well."
211091485897,primary,not_interested,False,declines,False,False,He declines the CVPR dinner invitation because of other travel commitments.
213186843884,primary,not_interested,False,declines,False,False,He says he is not going to CVPR this year and asks for nothing.
213433072826,primary,not_now,False,defers_to_later,False,False,"He cancels today's meeting, says they will keep their current annotation stack for now, and will reconnect only when new relevant tasks open up."
213656765634,booster,wants_materials,True,requests_document_or_demo,True,True,He asks Kamil to send the pricing they are still waiting on before they proceed with a trial.
213748400338,booster,wants_materials,True,asks_for_information,True,True,"He asks Alyssa to walk him through where Encord excels and its differentiators, particularly the multimodal capabilities."
214835295478,primary,other_human,False,acknowledges_only,False,False,"He replies only 'Thank you' to Dillon's dietary-requirements question, asking for nothing."
215006411962,primary,wants_materials,True,requests_document_or_demo,True,True,"They ask Alyssa to send the seat form, a quote for 1-5 Encord annotators, and an explanation of how that process works."
215727673544,primary,other_human,False,declines,False,False,"They say neither they nor anyone from OpenAI is heading down this year, asking for nothing."
215957775605,primary,wants_call,True,proposes_or_accepts_meeting,True,True,She says she has accepted the invitation and looks forward to connecting at CVPR booth #1123.
216498346207,booster,referral,True,redirects_to_colleague,True,True,He asks Alyssa to include Prady Panigrahi in their next meeting and points Prady to the relevant customer story.
219108152551,primary,other_human,False,none_of_these,False,True,"He tells Kamil they expect to need 6 accounts including 3 annotators at this stage, with no further ask."
219180689628,primary,other_human,False,acknowledges_only,False,False,She just thanks Winnie and asks for nothing.
219562492134,primary,other_human,False,requests_document_or_demo,True,True,"He confirms they want to renew on the same terms as last year and asks Leo to proceed with the proposal, checking whether anything else is needed from them."
220829743317,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He thanks Skander and confirms he will see him on Friday.
221241597167,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He accepts the proposed meeting time and asks that Timothy Kline be added to the invite as optional.
221372283120,primary,not_now,False,defers_to_later,False,False,He says he is attending CVPR only virtually and loosely suggests connecting after the conference when time allows.
221905562838,booster,asks_question,True,proposes_or_accepts_meeting,True,True,"She confirms tomorrow's call, answers their questions inline, and asks what needing more than 30 weekly video hours would look like."
222635440327,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He confirms he can make the proposed 3pm CEST time.
223374695642,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He asks Kamil to start the call five minutes late at 10:20am EST because he is running behind.
223731354827,primary,other_human,False,redirects_to_colleague,True,True,She asks Winnie to also invite her colleagues Dewei and Dilip to the July 2 meeting.
223754051817,booster,referral,True,redirects_to_colleague,True,True,"They loop in Elise to handle the legal review, asking nothing else."
224848130293,primary,referral,True,redirects_to_colleague,True,True,"He points to Ram, their Director of AI, as the one running or planning the evaluation and asks Ram to give an update."
224871488698,primary,wants_call,True,proposes_or_accepts_meeting,True,True,He accepts the proposed slot and asks that Georg and Florian from Scandit be included in the invite.
225011528925,primary,asks_question,True,requests_document_or_demo,True,True,The writer asks the recipient to update the contract to a 1-year term and send it for DocuSign.
226542245112,primary,not_interested,False,declines,False,False,The writer informs the recipient that no further demonstrations are needed and asks for nothing.
227217808608,booster,asks_question,True,asks_for_information,True,True,The writer asks whether the recipient is in touch with Olgert Denas or Naveed Farooqi.
228868770039,booster,referral,True,redirects_to_colleague,True,True,"The writer says their company no longer needs annotation tools and suggests reaching out to former CTO Martin Bagge, who might be interested."
236467005676,primary,asks_question,True,asks_for_information,True,True,The writer asks whether there is room to negotiate the price and contract and whether a mobile app exists.
236488030422,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer confirms the pitch on their side and asks what times work best to schedule.
237351666928,primary,not_interested,False,declines,False,False,"The writer says their needs have not changed because they manage with in-house tools, and asks for nothing."
241308589249,primary,other_human,False,proposes_or_accepts_meeting,True,True,The writer proposes an hour-by-hour agenda for their meeting and asks to be told if anything needs adapting.
242605031667,primary,not_now,False,proposes_or_accepts_meeting,True,True,The writer asks to postpone their meeting until next Friday because the commercial discussion has not progressed.
243025225975,primary,other_human,False,none_of_these,False,True,The writer reports having added the requested account as a user and asks for nothing further.
246344560876,primary,not_interested,False,declines,False,False,"The writer informs the recipients that after reassessing priorities they will not move forward with the opportunity, asking for nothing."
247427149037,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer agrees to chat on Friday at 11am.
248069517560,booster,wants_materials,True,requests_document_or_demo,True,True,"The writer recaps action items and asks the recipient to send a tiered quotation and labeling-efficiency estimates, ideally by July 25."
248258490590,primary,other_human,False,proposes_or_accepts_meeting,True,True,The writer asks to be signed up for the event.
249679215813,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer confirms the 5pm meeting today.
253383504078,primary,not_interested,False,declines,False,False,"The writer says they already passed the information to the potentially interested people and assumes those people decided against switching, asking for nothing."
254026379465,booster,wants_materials,True,requests_document_or_demo,True,True,The writer checks in on open questions and asks to receive the quotation by tomorrow.
255142627543,booster,asks_question,True,asks_for_information,True,True,The writer asks how the recipient would like the recordings sent or shared before the meeting.
255236903127,primary,referral,True,redirects_to_colleague,True,True,"The writer loops in colleague Eliott, who leads business development, to continue the conversation about the Actions product."
260957566187,booster,asks_question,True,asks_for_information,True,True,The writer asks whether the recipient has reviewed BHI 2025 as a potential sponsorship or exhibition venue and offers to answer questions.
263818682597,primary,wants_call,True,proposes_or_accepts_meeting,True,False,The writer says their team wants a deeper talk and will send available time slots to align another meeting.
264073250001,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer confirms that 5:30 works.
264929704141,primary,wants_materials,True,requests_document_or_demo,True,True,The writer asks for an idea of costs and says they politely decline without it.
264977513690,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer offers Thursday 11am-12pm or 2pm-3pm MST for the meeting.
266826844372,primary,other_human,False,none_of_these,False,True,The writer asks to be invited to a Slack workspace so they can send representative data and ontologies.
267029608687,booster,wants_materials,True,requests_document_or_demo,True,True,The writer asks for a quotation for platform usage by the end of Monday to meet their budget deadline.
269040752847,primary,not_now,False,defers_to_later,False,False,"The writer says the cooperation is still under management consideration and that they will share any update they learn, asking for nothing now."
269224885488,primary,not_interested,False,declines,False,False,The writer declines the invitation because they are not in town.
271190667490,booster,wants_materials,True,requests_document_or_demo,True,True,The writer describes their annotation project and asks for the pricing structure for annotation services at their scale.
272044308692,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer proposes Tuesday at 11am.
277490455771,primary,referral,True,acknowledges_only,False,False,"The writer thanks the recipient for a gift and mentions another surgeon may be interested soon, asking for nothing."
280737905902,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer confirms a 30-minute session today works.
281099012296,primary,other_human,False,requests_document_or_demo,True,True,The writer provides a couple of videos they would like tested out.
281473880267,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer proposes October 6 for the meeting.
281572229323,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer asks whether the recipient can still join today's meeting or would rather pick another time.
281793295604,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer offers Friday at 12:30 and asks the recipient to confirm it works.
282275382503,primary,wants_materials,True,requests_document_or_demo,True,True,The writer shares example robot videos and scoring guidelines and asks the recipient to share the labeller pricing menu before tomorrow's call and demonstrate pre-labeled instruction import.
284310750413,booster,asks_question,True,asks_for_information,True,True,The writer asks whether the sent emails contain 'lemwarmup' in the subject.
284928447684,booster,referral,True,redirects_to_colleague,True,True,"The writer prefers to skip the demonstration while on-site and provides a colleague's email, kebo@trifork.com, as the contact."
285587600628,booster,wants_materials,True,requests_document_or_demo,True,True,The writer asks to be sent a credit card payment link or bank account details so they can proceed with payment.
285618785492,primary,other_human,False,none_of_these,False,True,The writer reports the invoice is paid and asks that finance include the Stripe link with every future invoice.
285997794509,booster,asks_question,True,asks_for_information,True,True,The writer asks how the function was intended to be used.
286015766753,booster,asks_question,True,asks_for_information,True,True,"The writer reports that click-drag labeling does not work as in the demo video and shares a recording, seeking help with the issue."
286017754361,booster,wants_materials,True,requests_document_or_demo,True,True,The writer agrees to start with a 3-month deal and asks the recipient to send the key commercial documents such as the NDA and service agreement.
286456274152,booster,wants_materials,True,requests_document_or_demo,True,True,The writer asks the recipient to share the image-editing part of the snippet and to give access to colleague Sebastian.
286677049560,primary,wants_call,True,proposes_or_accepts_meeting,True,True,"The writer confirms they look forward to speaking on Monday, asking for nothing else."
288969614570,primary,other_human,False,redirects_to_colleague,True,True,The writer asks the recipient to also add daniel@medra.ai to the event.
289781939389,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer proposes 11:30 on Thursday because today's schedule is full.
289873053903,primary,not_interested,False,declines,False,False,The writer says a 12-month commitment is not feasible now and asks only to keep in touch for the future.
290145937617,booster,wants_materials,True,requests_document_or_demo,True,True,The writer says they will get the proposal reviewed and asks whether a .docx version is available.
292139939016,booster,asks_question,True,asks_for_information,True,True,The writer asks whether annotators can still find a specific previously worked image that is no longer in their queue.
293053045962,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer confirms 12PM and says they will set up the meeting and share a Teams invite.
293108312303,booster,referral,True,redirects_to_colleague,True,True,"The writer supplies another contact's email address, henry@cultivarium.org, to be added."
293148452051,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer asks to hop on a quick virtual call to meet.
293546227913,primary,asks_question,True,asks_for_information,True,True,The writer asks for a progress update and for the Hero and Animated banner results to be delivered this week.
293714323671,primary,other_human,False,proposes_or_accepts_meeting,True,True,The writer informs the recipient that a meeting invitation has been sent for 4:15 PM PKT today.
301646779623,primary,not_now,False,declines,False,False,"The writer says both of them will be away at a company offsite that week and cannot make it, asking for nothing."
301656368373,booster,referral,True,proposes_or_accepts_meeting,True,True,The writer says they are forwarding the invite to their CEO and confirms the talk tomorrow.
302913352893,primary,other_human,False,none_of_these,False,True,The writer sends a signed copy to pass along and asks the recipient to request access to their POC document folder.
309009871070,booster,wants_materials,True,asks_for_information,True,True,The writer asks for information on how the recipient would support Rime so they can take it to their co-founder Brooke.
309428306148,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer proposes meeting at the Andytown near the recipient's office at 9:30am tomorrow.
310239572170,booster,asks_question,True,asks_for_information,True,True,The writer asks whether the recipient's team has follow-up questions and whether the NDA got signed on their end.
312939684059,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer asks to move the demo to Wednesday or Friday because of a scheduling conflict.
313005506788,primary,wants_call,True,proposes_or_accepts_meeting,True,True,The writer accepts the dinner invitation and says they will be happy to attend.
314139280593,primary,other_human,False,declines,False,False,"The writer apologizes and cancels their attendance tonight because work will run late, asking for nothing."
314207161560,primary,other_human,False,none_of_these,False,False,The writer shares an example script using encord-agents for the team to have on hand and asks for nothing.
314806682840,primary,other_human,False,acknowledges_only,False,False,"The writer thanks the recipient and says the recording has been forwarded to two colleagues, asking for nothing."
316078842095,primary,other_human,False,defers_to_later,False,False,The writer says they are interested in joining the dinner but cannot confirm yet.
316801059044,booster,asks_question,True,asks_for_information,True,True,"The writer asks who the onsite point of contact for paying the final bill will be, or whether to charge the card on file."
319555194056,primary,other_human,False,requests_document_or_demo,True,True,The writer asks for a demo on two specific datasets and asks whether those work for the recipient.
